0	0
1	3.09619e-07
2	2.41535e-05
3	0.000227522
4	0.000857332
5	0.00203705
6	0.00395928
7	0.0063617
8	0.0101668
9	0.0146007
10	0.0192434
11	0.0249088
12	0.0308545
13	0.0368188
14	0.0433152
15	0.0476437
16	0.0516853
17	0.0537931
18	0.0548381
19	0.0538903
20	0.0523757
21	0.0501904
22	0.04737
23	0.0444181
24	0.0408537
25	0.0370002
26	0.0340343
27	0.0307906
28	0.0274776
29	0.0243467
30	0.0215777
31	0.0189176
32	0.0164319
33	0.0143813
34	0.0125573
35	0.0108638
36	0.00932405
37	0.00800494
38	0.0068271
39	0.00578547
40	0.00494538
41	0.00423465
42	0.00359974
43	0.00305413
44	0.00258371
45	0.00217283
46	0.0018195
47	0.00153038
48	0.00128021
49	0.00106575
50	0.000883533
51	0.000729818
52	0.00060066
53	0.000492719
54	0.000402945
55	0.000332938
56	0.000275918
57	0.000227695
58	0.000187185
59	0.000153348
60	0.000125233
61	0.000102858
62	8.42126e-05
63	6.87267e-05
64	5.59239e-05
65	4.54397e-05
66	3.69534e-05
67	2.99712e-05
68	2.42477e-05
69	1.95721e-05
70	1.57644e-05
71	1.27044e-05
72	1.02217e-05
73	8.20816e-06
74	6.57931e-06
75	5.26467e-06
76	4.20598e-06
77	3.36219e-06
78	2.68944e-06
79	2.1478e-06
80	1.71264e-06
81	1.36367e-06
82	1.08865e-06
83	8.68088e-07
84	6.91192e-07
85	5.49576e-07
86	4.3687e-07
87	3.48279e-07
88	2.77233e-07
89	2.20367e-07
90	1.7493e-07
91	1.38448e-07
92	1.09264e-07
93	8.6149e-08
94	6.78624e-08
95	5.34111e-08
96	4.2002e-08
97	3.30148e-08
98	2.59552e-08
99	2.03889e-08
