0	0
1	0.00251792
2	0.00940636
3	0.0196904
4	0.0324449
5	0.0468151
6	0.0620338
7	0.0774326
8	0.0924486
9	0.106626
10	0.119614
11	0.131159
12	0.141095
13	0.149334
14	0.155854
15	0.160687
16	0.163904
17	0.16561
18	0.16593
19	0.165004
20	0.162977
21	0.159995
22	0.156202
23	0.151735
24	0.146724
25	0.141286
26	0.135529
27	0.129549
28	0.123432
29	0.117252
30	0.111072
31	0.104948
32	0.0989242
33	0.0930384
34	0.0873208
35	0.0817952
36	0.0764794
37	0.0713867
38	0.0665258
39	0.0619018
40	0.0575167
41	0.0533699
42	0.0494587
43	0.0457784
44	0.0423231
45	0.0390857
46	0.0360583
47	0.0332323
48	0.0305987
49	0.0281483
50	0.0258717
51	0.0237595
52	0.0218023
53	0.0199911
54	0.018317
55	0.0167712
56	0.0153455
57	0.0140318
58	0.0128226
59	0.0117104
60	0.0106885
61	0.00975023
62	0.00888949
63	0.00810046
64	0.0073777
65	0.00671612
66	0.00611094
67	0.00555771
68	0.0050523
69	0.00459085
70	0.00416978
71	0.00378578
72	0.00343577
73	0.00311691
74	0.00282657
75	0.00256235
76	0.00232199
77	0.00210344
78	0.00190483
79	0.00172439
80	0.00156055
81	0.00141183
82	0.0012769
83	0.00115452
84	0.00104356
85	0.000942999
86	0.000851892
87	0.000769379
88	0.000694675
89	0.000627062
90	0.000565886
91	0.000510553
92	0.000460519
93	0.00041529
94	0.000374416
95	0.000337489
96	0.000304137
97	0.000274021
98	0.000246834
99	0.000222299
